",""x"""
942,12.5055763815971
944,3.0984208668589
945,5.0984208668589
955,8.9123804844075
957,2.7561105510697
958,2.50557825503463
960,14.0716650153719
973,10.7561161713821
975,15.7561161713821
976,15.7561161713821
977,14.4944161246529
978,7.49441612465292
981,1.26143591678035
982,9.74494842068798
984,14.255051579312
986,12.995480716723
991,0.760371324710221
992,2.92620767392536
993,2.76037132471022
996,13.004519283277
997,9.23749761771204
999,0.237497617712039
1002,4.76250238228796
1007,0.488029913747104
1010,9.5119700862529
1013,13.7385622097822
1014,9.73856220978217
1015,7.73856220978217
1016,4.73856220978217
1018,4.26143779021783
1019,7.26143779021783
1022,6.98909450581723
1024,2.01090549418277
1026,13.0109054941828
1029,8.3732171942756
1032,8.7603731981477
1033,8.7603731981477
1035,8.23749574427455
1036,4.37108613669786
1040,1.13615130864308
1041,0.762504255725446
1042,8.86384869135692
1044,11.0066522142922
1045,12.6289138633021
1048,1.48802804030962
1049,6.75611991825711
1051,4.35621542009867
1052,5.12784927123201
1054,11.1785214890477
1057,14.127849271232
1058,14.1226830248031
1066,11.1226830248031
1067,11.1226830248031
1071,9.12268302480305
1072,9.12268302480305
1078,11.0431533244121
1079,11.8773169751969
1080,13.0109073676203
1081,11.9954769698481
1084,1.99547696984808
1087,3.62678467916188
1093,12.1473265530872
1094,12.9262114208003
1095,13.0045230301519
1096,3.99334591227034
1099,1.98909075894226
1103,5.49440863090298
1105,6.50559136909702
1106,1.25505907306195
1108,2.99547322297311
1110,8.00665783460463
1116,7.62161093898299
1119,3.33778166532483
1124,3.66221833467517
1125,3.42728350662039
1127,12.2107749395895
1128,11.5883139613599
1132,6.74493718006308
1135,3.82324878941467
1138,0.199784036865207
1139,1.01091486137019
1140,2.10765273174569
1141,2.01091486137019
1142,4.25506281993692
1143,8.17675121058533
1145,7.87732446894688
1146,10.1122592970017
1148,8.85727251841886
1149,1.14272748158114
1151,0.663644694959626
1154,5.88936639250245
1155,7.16115374260504
1156,6.92621891455026
1159,11.2282732465752
1160,4.26051920336702
1161,1.73948079663298
1164,5.24387071455547
1171,13.7561292854445
1175,8.57271461994213
1179,1.49440301059053
1187,12.7449353066256
1192,11.0109167348077
1198,6.99546760266066
1205,0.237482630212169
1212,2.74493155975063
1222,12.0137492747263
1223,12.0137492747263
1224,13.2605135830546
1225,10.0716444075595
1226,7.92835559244045
1228,0.322176703594611
1232,3.57270899962968
1235,14.9337988618082
1238,9.17675870433526
1240,9.0737735916998
1247,13.9954601089107
1250,3.00453989108927
1251,7.00453989108927
1254,10.993329051333
1258,4.24386134736805
1260,2.75613865263195
1262,15.756138652632
1264,4.50560635659689
1266,11.5056063565969
1267,13.5056063565969
1271,5.9933271778955
1272,5.23747513646224
1274,2.9933271778955
1277,12.2438594739306
1284,12.7561405260694
1285,5.50560823003437
1287,14.2706734019796
1296,11.3932728916786
1298,11.2550759339993
1299,12.2303911900905
1300,0.99545636203576
1302,6.76039567939751
1306,1.87212824751819
1308,0.872128247518187
1309,4.42729849412026
1312,5.17854397029755
1315,5.12787175248181
1316,5.12787175248181
1319,6.42729849412026
1322,7.36280658053659
1325,12.1278717524818
1330,11.7449221925632
1339,9.9015454112664
1342,8.82323380191481
1345,2.98907015112995
1346,15.3731928395883
1348,14.3731928395883
1355,6.07376609794987
1356,4.07376609794987
1358,6.62680716041168
1361,8.76156880793728
1365,12.4273003675577
1368,13.1290430075841
1370,2.8709569924159
1373,1.76253048385022
1374,2.00667844241695
1377,12.9283668330654
1379,12.2438538536181
1381,2.89434310406117
1382,4.75614614638189
1383,9.89434310406117
1386,8.49438614965318
1387,2.73853410821991
1388,1.42730224099523
1390,12.2614658917801
1392,8.98906640425498
1393,3.39327851199104
1398,7.39327851199104
1399,14.23959870029
1405,13.0137623887886
1406,4.07163129349716
1407,3.07163129349716
1414,5.37105616169812
1416,1.62894383830188
1419,14.4943824027782
1420,9.87212075376825
1428,1.87212075376825
1430,9.17677369183513
1433,0.494380529340729
1434,6.50561947065927
1435,9.74491282537579
1439,6.32215796921978
1440,5.24384635986818
1442,10.7561536401318
1454,11.606713994259
1456,13.2550890480617
1457,13.2550890480617
1461,3.92624514267503
1466,8.7561555135693
1472,5.02298863336298
1474,4.7696275442843
1479,9.00456237233908
1482,1.09004444045868
1483,1.34057673649374
1488,6.0066953033543
1489,7.49436928871583
1490,7.49436928871583
1491,4.49436928871583
1497,13.004566119214
1498,11.5442628789818
1500,1.78918759166081
1503,0.993300949770731
1506,1.92838744087767
1508,12.3221448551574
1511,1.47876807386058
1513,9.63716906477612
1514,7.57267715119245
1516,1.49436554184086
1518,2.23845367331253
1520,14.7448978378759
1522,11.8232094472275
1527,9.82320944722752
1530,4.74489783787593
1531,3.98904579644266
1536,4.17679055277248
1540,10.0109542035573
1541,11.995430133911
1546,4.92625825673742
1547,4.92625825673742
1549,6.92625825673742
1556,11.2438294989308
1562,8.89897402400443
1569,14.5056382050341
1571,9.74489409100095
1574,13.995426387036
1575,12.995426387036
1577,0.00457361296398062
1580,9.23744328802501
1584,4.76255671197499
1588,6.74489221756347
1596,4.51202816281489
1600,8.57266778400504
1604,14.8876919936238
1605,11.8876919936238
1611,0.181406485215877
1612,1.2551115293115
1616,15.2395687252903
1619,7.07373237607516
1621,1.2395687252903
1622,0.239568725290301
1623,1.00457923327643
1625,9.7604312747097
1626,10.9932897091458
1627,9.97486344812192
1630,8.37563462539184
1631,5.99328970914583
1634,4.00671029085417
1636,1.48796996374763
1640,8.75617799481911
1651,2.25511340274898
1652,3.25511340274898
1654,10.1169164450697
1657,13.0737305026377
1661,11.2395668518528
1665,4.92626949736232
1667,12.990761410946
1668,3.99328783570835
1671,0.356153596661709
1672,7.26150148709227
1673,8.27354341064785
1675,11.0109710644947
1676,6.23956123154037
1677,2.97698701194973
1684,8.89654247158291
1695,2.00672153147907
1697,2.00672153147907
1699,8.7119013550966
1701,5.24381076455599
1709,7.83700666174564
1712,6.56982587689903
1714,4.82318696597772
1715,4.82318696597772
1725,8.17681865433473
1733,3.99540203234874
1737,12.2438032708061
1738,9.51204877062721
1740,15.931246208921
1742,4.64386139083816
1743,5.42735282380728
1744,6.42735282380728
1745,14.3628609102236
1746,14.2551321371238
1749,10.5056663065964
1753,2.7448659894387
1755,14.0109860519946
1759,4.7604537559595
1761,11.9262901051746
1762,12.0046017145262
1763,12.993267227896
1767,11.1268576203193
1769,6.92842116275238
1770,8.62899442111394
1775,12.6215378749211
1777,9.24379952393109
1788,4.75620047606891
1790,4.51205251750218
1794,6.67788886671732
1795,7.75620047606891
1799,9.42913434289461
1803,13.4759055589422
1804,13.4943318199662
1815,1.57264342931775
1818,0.572643429317749
1825,5.64386513771313
1828,6.50566818003385
1829,7.64386513771313
1836,11.4365697011942
1837,11.3628646570986
1839,13.2108480036514
1840,13.4043237444024
1843,13.2108480036514
1844,13.4181434401703
1847,14.5056681800338
1848,14.6438651377131
1850,14.8231757253528
1855,10.8876676389365
1858,9.82317572535281
1859,8.82317572535281
1860,8.88766763893648
1863,8.74486411600122
1865,7.88766763893648
1869,6.87845450842452
1871,6.88766763893648
1872,5.08574994494345
1873,3.88766763893648
1874,2.82317572535281
1876,2.82317572535281
1878,2.12260246699126
1881,1.82317572535281
1882,1.82317572535281
1883,1.18603740515914
1886,3.17682427464719
1890,3.25513588399878
1891,3.25513588399878
1897,4.01098792543205
1899,4.43018536372587
1905,9.37313476302632
1906,7.94011762896457
1910,5.99539641203628
1912,5.07370802138788
1913,4.32246254521058
1914,4.37313476302632
1915,4.37313476302632
1922,4.86180006502846
1923,4.93550510912408
1926,5.00460358796372
1927,4.91707884810017
1932,5.62686523697368
1936,2.75620234950639
1951,3.17682802152216
1954,10.3196315444574
1959,11.5120600112521
1960,13.7604631231469
1972,11.4943205793413
1977,14.8231644847279
1984,9.98900083394305
1986,6.74485287537632
1990,2.82316448472791
1992,2.01099916605695
1993,2.01099916605695
1994,3.35649156025516
1996,6.17683551527209
1998,5.50568129409623
2000,13.1381868209092
2003,4.97235047169402
2005,8.50568316753371
2009,10.2373983255254
2013,0.993250366958673
2016,5.92843802368973
2019,9.76260167447459
2022,3.73846291759554
2024,3.4943149590288
2025,4.5056850409712
2026,6.5056850409712
2027,8.23850425612458
2030,13.2615370824045
2032,10.8185522991595
2036,13.0736911604505
2038,4.23952750966566
2040,14.0046204489011
2041,13.228183321576
2044,3.76260354791208
2045,6.80866920047184
2047,10.0067515064788
2054,11.2437770426813
2056,0.49430933871635
2058,11.4302078449757
2060,1.00462606921352
2061,7.89442178843548
2064,8.37311040833903
2069,11.7562267041937
2072,8.57261720119298
2076,9.431989364063
2077,14.7448378878764
2082,1.74483788787645
2085,15.2551621121236
2086,11.9953701839115
2090,5.99537018391151
2091,6.07368179326311
2099,7.24377142236884
2100,1.75622857763116
2104,9.22534328790745
2105,9.47587558394251
2108,3.15665021641067
2116,14.0715432419354
2125,14.2551752261859
2127,8.99322601227139
2129,1.00677398772861
2132,9.00677398772861
2135,12.5109390931531
2136,1.75624169169355
2140,10.4890609068469
2141,12.7562416916935
2143,8.49429060434151
2145,1.49429060434151
2146,3.50570939565849
2148,10.5057093956585
2152,4.74482290037658
2153,0.25517709962342
2154,6.25517709962342
2155,8.98799631477681
2157,5.99535519641164
2159,4.99535519641164
2162,7.00464480358836
2167,9.7448210269391
2171,6.7718429065488
2176,3.99322039195893
2179,3.47868751604878
2180,1.67793570265441
2183,6.756247312006
2185,12.5443453102311
2189,3.65773166941815
2192,5.42740340661934
2195,9.17687111058428
2198,6.84333292265198
2202,13.2615689308417
2203,7.0736593120133
2204,7.23949566122844
2208,11.8231232691033
2209,12.2373608567757
2210,12.0715245075606
2211,10.0715245075606
2215,1.23736085677573
2217,12.1818365815181
2222,12.4878931528108
2224,10.4878931528108
2225,5.57258909963072
2227,3.57258909963072
2231,2.63247444795841
2234,8.26157455115414
2236,11.9889577448809
2237,11.9889577448809
2239,3.25519208712329
2241,4.25519208712329
2242,6.98801130227668
2245,11.0110441285566
2248,12.2625209937584
2251,11.138143731847
2253,0.262520993758386
2254,0.0230860521121308
2255,0.737479006241614
2256,3.00465979108823
2258,5.73747900624161
2262,6.73747900624161
2268,3.37391363638489
2269,3.67794694327931
2270,4.67794694327931
2271,5.22531331290771
2272,2.48788753249835
2274,0.765473556580339
2275,0.512112467501654
2277,15.2551958339983
2278,15.2551958339983
2279,9.23948442060354
2283,8.00679459554093
2284,8.00679459554093
2288,1.76144890793833
2291,3.01105162230649
2292,15.0202647528184
2293,12.7605193262714
2294,9.14499530009518
2296,1.75626604638084
2297,12.7562660463808
2301,1.99319978414661
2307,9.50573562378326
2309,7.03961684863428
2312,11.2552033277482
2313,10.2901491446693
2314,0.290149144669343
2318,7.23734586927586
2324,8.32204181609579
2327,9.57257411213086
2331,11.5057374972207
2336,6.99532709484939
2341,14.0715076466232
2343,13.0715076466232
2347,12.320262170446
2353,9.07150764662324
2355,8.13599956020691
2356,7.99319603727165
2357,7.13599956020691
2360,5.99319603727165
2361,5.07150764662324
2365,4.07150764662324
2369,2.37093438826169
2375,6.91927922286481
2377,11.0068039627284
2381,1.37853331570325
2383,7.67796005734169
2387,8.42920553351899
2389,9.66414036157376
2392,10.5121237081266
2401,2.42742776130663
2408,9.12800101966818
2411,11.6204156634655
2412,11.1225312763669
2414,7.74479292537684
2420,11.0110591160564
2426,15.0736368307635
2428,10.8571282637326
2429,11.0736368307635
2433,9.0736368307635
2435,4.99532522141191
2437,2.37306357240195
2439,3.00467477858809
2444,7.62693642759805
2447,9.9263631692365
2454,1.75627354013077
2455,3.67796193077918
2458,13.738406714471
2460,2.73840671447103
2463,1.98893901050609
2465,13.2736352090845
2471,0.590992879404824
2475,1.00468039890055
2483,2.82026824793488
2484,2.99531772766197
2485,4.00468227233803
2487,1.00681332991577
2489,8.14961685285103
2496,3.23946381279122
2497,1.76053618720878
2499,13.7447816847519
2502,10.823091420666
2503,10.823091420666
2504,9.82309142066605
2506,4.82309142066605
2507,7.07362371670111
2511,11.3709194007618
2515,14.3785483032031
2523,3.74477793787697
2529,6.99317917633429
2530,2.85037565339904
2532,0.937900393262582
2545,8.48785943093609
2554,5.51214056906391
2555,6.75628852763064
2556,12.7383917269712
2558,10.572555377756
2561,3.57255537775602
2562,1.64395318927486
2563,2.26160827302884
2564,3.2708214035408
2565,4.23857544674896
2566,7.51496936210753
2568,13.427444622244
2569,14.5057562315956
2570,12.7447760644395
2572,9.74477606443949
2573,4.98892402300622
2574,1.25522393556051
2577,6.09860071685732
2580,9.01107597699378
2583,15.0110759769938
2584,11.8571114027953
2589,2.85711140279527
2590,1.23945631904128
2591,4.00469163952545
2592,5.76054368095872
2596,1.26035808774343
2597,3.00682269710319
2602,4.26248727188368
2606,2.99317355602184
2614,2.76267848541142
2618,10.9146951388586
2621,11.3220174614085
2622,11.3220174614085
2624,4.24370585205691
2628,1.67337597333552
2629,1.6779825385915
2630,2.75629414794309
2631,2.75629414794309
2632,2.75629414794309
2633,3.62270375551978
2635,8.6779825385915
2637,9.75629414794309
2639,12.7562941479431
2641,13.6779825385915
2644,8.49423814809197
2645,3.49423814809197
2646,12.2616138933413
2649,13.505761851908
2652,10.9889184026938
2655,9.82308205347863
2656,9.74477044412704
2658,7.99352496794975
2660,3.82308205347863
2665,0.823082053478633
2669,2.17691794652137
2671,3.17691794652137
2677,10.4210659050881
2683,13.9953027401621
2685,12.207204741937
2689,0.237319641151094
2693,7.00682831741564
2694,8.00682831741564
2697,0.401590496670416
2702,7.75629602138057
2705,10.8719746256445
2709,0.49423627465449
2712,6.26161576677878
2713,12.5057637253455
2718,3.98891652925629
2724,2.25523142931045
2728,11.2552314293104
2731,14.2552314293104
2740,11.9931698091469
2741,5.53391571630844
2742,5.53391571630844
2746,2.74476669725207
2752,5.23731402083864
2755,5.32200996765857
2757,0.487846316873707
2759,1.67799003234143
2760,1.67799003234143
2764,11.756301641693
2766,3.73837861290877
2767,1.35603369666276
2769,1.73837861290877
2770,0.494230654342038
2773,14.2708345176032
2774,14.7447629503771
2777,1.7447629503771
2778,1.2394432049789
2779,0.138098769347426
2782,10.0047047535878
2783,11.7098845772054
2794,3.99529337297468
2795,8.11987075842472
2796,14.1797561067524
2797,9.47862943948679
2799,6.6779937792164
2801,8.57253851681867
2805,11.2616251339662
2807,13.5057730925329
2817,11.2552426699353
2818,10.9952896260997
2820,5.99528962609972
2821,3.00684143147802
2823,2.75630913544296
2827,11.7375333359286
2828,11.7605661622085
2830,5.9747285606231
2834,10.9285335690014
2839,6.47579315269323
2840,1.57253102306873
2842,0.427468976931269
2844,13.8230633191038
2845,12.9888996683189
2849,4.8230633191038
2850,4.98889966831893
2854,2.1769366808962
2855,2.01110033168107
2856,2.1769366808962
2858,3.00649376642509
2860,3.2736745512717
2863,5.16772355038425
2865,8.39344524792708
2868,2.08280874565081
2875,3.92853544243888
2880,10.0252733128144
2883,10.7747410167793
2886,13.4942175402797
2889,9.6969064115426
2890,9.6969064115426
2895,8.4182577198568
2897,14.5242087207443
2903,13.2901023087323
2909,3.99315107477204
2911,10.0068507986654
2912,10.0068507986654
2918,3.48782945593635
2919,1.24368149736962
2920,1.51217054406365
2921,1.61351497969512
2923,5.51217054406365
2926,9.67800689327878
2929,9.73836175197142
2935,2.25525578399773
2937,10.2552557839977
2939,7.93101844386705
2944,1.99314545445959
2947,4.24367775049465
2948,4.24367775049465
2950,3.47861257854944
2952,8.75632224950535
2953,12.5213874214506
2954,13.7563222495053
2957,1.50578995347028
2960,10.5057899534703
2961,12.5150030839822
2965,0.255257657435216
2967,12.2552576574352
2968,14.2552576574352
2972,14.0047253614002
2978,12.9285448096263
2981,2.41366052178824
2985,6.2552595308727
2988,7.66384140589541
2989,10.7605792762709
2990,15.0395587720723
2993,13.9888865542565
2995,9.25526327774767
3004,0.926421245798494
3007,13.0047328551501
3013,15.7563316166928
3016,5.5057993206577
3017,6.68084880038479
3021,8.30593924243837
3022,3.99526527141243
3023,3.94459305359669
3027,3.99526339797495
3029,6.76980177397028
3032,7.92642499267346
3033,7.23940948310419
3034,6.99526152453746
3035,5.99526152453746
3040,10.9931304669597
3041,2.00686953304028
3046,3.67802562765362
3048,14.6780256276536
3049,8.73834301759658
3052,6.50580494097015
3053,14.726301094041
3056,1.01112468636835
3058,3.17696103558349
3059,4.17696103558349
3062,7.17696103558349
3076,10.9264287395484
3078,13.0047403489
3080,4.2436608895573
3084,0.487808848124034
3088,1.37399419419668
3090,2.48915832559608
3094,9.7563391104427
3099,6.50580681440763
3101,10.5058068144076
3103,7.02316848336141
3109,10.0714383294363
3112,8.07143832943635
3114,6.23727467865149
3115,4.07143832943635
3116,3.07143832943635
3117,2.07143832943635
3120,1.07143832943635
3122,1.07143832943635
3125,3.92856167056365
3127,4.00687327991525
3128,4.00687327991525
3132,5.92856167056365
3134,6.92856167056365
3138,9.92856167056365
3139,10.9285616705637
3140,10.7627253213485
3141,10.9285616705637
3142,10.9285616705637
3149,8.32197062547141
3151,14.0714364559989
3157,10.0714364559989
3158,9.99312484664727
3159,9.07143645599886
3162,8.07143645599886
3168,2.07143645599886
3172,3.00687515335273
3175,6.762727194786
3177,11.9285635440011
3178,12.0068751533527
3183,6.24365714268233
3184,2.24365714268233
3189,4.75634285731767
3190,5.51219489875093
3192,10.7563428573177
3204,12.5863207438369
3205,12.3559924810381
3208,12.572501048069
3209,12.572501048069
3217,9.57250104806899
3218,9.58171417858095
3220,6.57250104806899
3221,6.73833739728413
3222,6.4941894387174
3223,5.57250104806899
3224,4.39284500308593
3228,3.73833739728413
3229,3.7060914404923
3230,2.57250104806899
3232,0.261662602715868
3233,0.505810561282601
3234,1.42749895193101
3235,2.42749895193101
3241,7.58872873589017
3245,7.26166260271587
3255,13.5058105612826
3258,14.5058105612826
3260,13.841459605128
3263,13.836853039872
3264,13.9888696933192
3265,13.7447217347525
3267,12.8230333441041
3268,11.9566237365274
3269,11.9566237365274
3271,11.8230333441041
3276,7.83685303987199
3277,7.82303334410406
3278,6.83224647461601
3279,6.83224647461601
3293,3.65719699488892
3296,3.9888696933192
3299,0.823033344104058
3301,0.176966655895942
3304,1.17696665589594
3306,2.16775352538399
3314,5.25527826524754
3318,8.17696665589594
3322,9.17696665589594
3323,9.17696665589594
3324,9.17696665589594
3325,9.25527826524754
3328,12.1769666558959
3330,12.1769666558959
3333,13.1769666558959
3336,15.1769666558959
3337,15.158540394872
3343,15.2394019893543
3344,14.9952540307875
3352,9.99525403078753
3356,8.08277877065107
3357,6.07356564013912
3358,5.07356564013912
3360,4.99525403078753
3362,3.23018885884231
3363,3.07356564013912
3365,2.99525403078753
3366,1.94458181297179
3369,2.07356564013912
3378,1.02777879549235
3383,3.92643435986088
3386,4.92643435986088
3387,4.76059801064574
3396,8.92643435986088
3398,9.90800809883697
3401,9.76059801064574
3402,9.76059801064574
3403,9.92643435986088
3405,10.70992579283
3410,11.8711555767892
3416,12.9264343598609
3422,1.00474784264996
3426,9.00474784264996
3427,9.76059988408322
3428,10.7605998840832
3429,11.9264362332984
3431,2.75634660419263
3437,10.2436515223699
3438,5.5108323072165
3440,7.77477473865402
3443,7.26242919532169
3445,0.26242919532169
3446,2.73757080467831
3447,3.73757080467831
3452,13.7447142410025
3457,6.98886219956926
3459,1.97964906905731
3460,2.01113780043074
3463,6.01113780043074
3466,10.3934845901142
3467,10.255287632435
3469,14.0873759687196
3472,14.0735562729517
3474,12.9952446636001
3476,6.67768920322559
3478,11.9264437270483
3479,12.7563540979426
3480,0.494178198092497
3481,9.25528950587244
3482,5.99524279016262
3484,3.99524279016262
3485,9.99311173258488
3487,1.33577533373947
3489,0.678044362028457
3491,1.52142114332527
3504,13.5122080128133
3505,14.6780443620285
3510,7.57248793400661
3515,3.78438993578151
3516,8.13130681682668
3517,7.9931098591474
3522,11.243640281745
3524,6.24364028174498
3525,5.24364028174498
3526,5.24364028174498
3527,4.24364028174498
3528,1.24364028174498
3532,14.2552951261849
3533,15.2552951261849
3537,2.00476283014983
3539,11.9931061122724
3541,1.99310611227243
3543,3.00689388772757
3547,2.7563615916925
3556,12.4275176863058
3558,14.7447030003776
3560,12.8230146097292
3565,4.0395231767601
3568,4.25529699962237
3570,14.2900554727952
3577,13.6065041692609
3584,7.99310049195998
3587,7.67805560265336
3590,10.4941650840301
3592,7.49416508403011
3593,7.57247669338171
3600,4.98884533863191
3601,4.74469738006518
3607,6.85703084498348
3609,7.66388636839501
3613,2.00477407077473
3616,8.23724283021427
3618,6.99309487164753
3621,1.99309487164753
3622,2.07140648099913
3623,1.00690512835247
3625,8.00690512835247
3626,8.76275716978573
3628,9.00690512835247
3635,10.2436271676826
3636,9.48777512624933
3637,9.2436271676826
3640,6.2436271676826
3641,1.2436271676826
3645,7.67806122296581
3646,9.7563728323174
3647,11.7563728323174
3648,13.5122248737507
3654,8.49415946371766
3655,7.49415946371766
3661,1.49415946371766
3664,0.738307422284395
3671,8.50584053628234
3672,9.42752892693074
3682,6.25530824024727
3685,10.0434062384724
3686,10.2553082402473
3689,12.1769966308957
3691,13.3729624067778
3697,7.23937201435452
3699,0.073535665139385
3705,8.76062798564548
3707,1.27090758166504
3709,4.26169445115309
3712,6.26169445115309
3713,6.42753080036823
3716,8.55651462753556
3720,6.01116215511803
3722,0.976795921326399
3725,0.243976706173012
3728,0.760629859082965
3730,3.0047778176497
3731,3.0047778176497
